"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 07 01:05:39 GMT 2023","Fri Jul 07 01:05:40 GMT 2023","1359","tests","test_header","TestHeader","","","TC 01.01.02 display and interactivity of the ""Create an account"" link","Check 'Create an account' link is displayed and underlined"
"passed","Fri Jul 07 01:14:52 GMT 2023","Fri Jul 07 01:15:04 GMT 2023","12314","tests","test_reviews_page","TestReviews","","","test_tc_01_15_05_check_that_it_is_possible_to_vote_for_5_star","
        The user is NOT logged in, located in the product card, section ""Reviews""
        1. All required fields are filled with correct data
        2. Pressed 5 star
        3.The ""Submit Review"" button is pressed
        Result: Present in the DOM and visible on the page the message: ""You submitted your review for moderation.
        This code works when run on Win, Mac, Ubuntu on a real laptop and has the features of working on GitHub Action.
        When interacting with the GitHub Action, it checks not for the text of the ""Success"" message, but for the ""Success"" URL""
        "
"passed","Fri Jul 07 01:04:50 GMT 2023","Fri Jul 07 01:04:50 GMT 2023","79","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.02 Verify Forgot Your Password note","Check Registered Customers note is present "
"passed","Fri Jul 07 01:08:55 GMT 2023","Fri Jul 07 01:08:59 GMT 2023","3541","tests","test_header","TestHeader","","","TC 01.03.10 correctness of the ""Bras"" link of the ""Women"" section","Check 'Bras & Tanks' subsection link click in 'Women' section redirects to the Bras & Tanks-women page and         the 'Bras & Tanks' header is displayed"
"passed","Fri Jul 07 01:05:21 GMT 2023","Fri Jul 07 01:05:22 GMT 2023","1031","tests","test_gear","TestGearPage","","","test_tc_11_01_02","Check that Bags is displayed and enabled"
"passed","Fri Jul 07 01:02:55 GMT 2023","Fri Jul 07 01:02:56 GMT 2023","1015","tests","test_footer","TestFooter","","","TC 02.01.28 - Check Write for us link is present in the DOM tree on each page specified in DATA_1","Checks if Write for us link is present in the DOM tree on each page specified in DATA_1"
"passed","Fri Jul 07 01:07:41 GMT 2023","Fri Jul 07 01:07:45 GMT 2023","3521","tests","test_header","TestHeader","","","TC 01.03.19 correctness of the ""Jackets"" link of the ""Men"" section","Check 'Jackets' subsection link click in 'Men' section redirects to the Jackets-men page and         the 'Jackets' header is displayed"
"passed","Fri Jul 07 01:17:22 GMT 2023","Fri Jul 07 01:17:23 GMT 2023","716","tests","test_shopping_cart","TestShoppingCartFull","","","tc 07.02.04 Verify that entered quantity displayed correctly after changing","Check that entered quantity displayed correctly after changing."
"passed","Fri Jul 07 01:19:36 GMT 2023","Fri Jul 07 01:19:36 GMT 2023","60","tests","test_sign_in","TestNewCustomers","","","TC 03.01.20 Verify New Customers note","Check if Note is present under New Customers Heading"
"passed","Fri Jul 07 01:20:24 GMT 2023","Fri Jul 07 01:20:24 GMT 2023","349","tests","test_training","TestMainPage","","","TC 16.02.04 - Check the display of block 3 on demand","This test checks block-promo training-on-demand is displayed"
"passed","Fri Jul 07 01:02:44 GMT 2023","Fri Jul 07 01:02:45 GMT 2023","987","tests","test_footer","TestFooter","","","TC 02.01.25 - Check if Contact Us link is clickable on each page specified in DATA_1","This test checks if Contact Us link is clickable on each page specified in DATA_1"
"passed","Fri Jul 07 01:05:33 GMT 2023","Fri Jul 07 01:05:35 GMT 2023","1662","tests","test_gear","TestGearPage","","","test_TC_11_01_07","Check that watches link is correct"
"passed","Fri Jul 07 01:10:19 GMT 2023","Fri Jul 07 01:10:20 GMT 2023","1008","tests","test_main_page","TestMainPage","","","TC 13.01.11 - Check display of block 2 'home-t-shirts' in section 2 in the Promo Block","This test checks if block 2 'home-t-shirts' is displayed in section 2
            of Promo Block under header on the main page"
"passed","Fri Jul 07 01:01:20 GMT 2023","Fri Jul 07 01:01:21 GMT 2023","1094","tests","test_footer","TestFooter","","","TC 02.01.02 - Check Footer display on each page specified in DATA_1","Checks if Footer is visible on each page specified in DATA_1"
"passed","Fri Jul 07 01:09:37 GMT 2023","Fri Jul 07 01:09:38 GMT 2023","1393","tests","test_main_page","TestMainPage","","","test_tc_06_01_10_check_the_cursor_change_to_cart_button[add_to_card]","This test check the cursor change when hovering over the cart buttons"
"passed","Fri Jul 07 00:59:58 GMT 2023","Fri Jul 07 00:59:59 GMT 2023","811","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_04 Verify First name input field highlighting on label click"," Verify that First name input field highlighted when label is clicked"
"passed","Fri Jul 07 00:59:53 GMT 2023","Fri Jul 07 00:59:53 GMT 2023","57","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_02 Verify Personal Information heading"," Verify that Personal Information heading is present "
"passed","Fri Jul 07 01:20:38 GMT 2023","Fri Jul 07 01:20:39 GMT 2023","1086","tests","test_training_video_download","TestTrainingVideoDownload","","","TC 18.01.01 subtitle is displayed text compare products","Verify the 'Compare Products' subtitle is visible"
"passed","Fri Jul 07 01:03:37 GMT 2023","Fri Jul 07 01:03:38 GMT 2023","1105","tests","test_footer","TestFooter","","","TC 02.01.39 - Check display of Subscribe section on each page specified in DATA_1","Checks if Subscribe section is visible on each page in DATA_1"
"passed","Fri Jul 07 01:06:00 GMT 2023","Fri Jul 07 01:06:03 GMT 2023","2414","tests","test_header","TestHeader","","","TC 01.02.02 functionality of the ""Search"" field","Check the ""Search"" field is activated and the drop-down list appears with various product"
"passed","Fri Jul 07 01:02:48 GMT 2023","Fri Jul 07 01:02:50 GMT 2023","1091","tests","test_footer","TestFooter","","","TC 02.01.27 - Check text of Contact Us link on each page specified in DATA_1","Checks if text of Contact Us link is correct on each page in DATA_1"
"passed","Fri Jul 07 01:10:57 GMT 2023","Fri Jul 07 01:10:58 GMT 2023","1022","tests","test_main_page","TestMainPage","","","TC 13.01.29 - Check the display of the text in block 3 'home-erin' in the Promo Block","This test checks if the info block text in section 2 block 3 'home-erin' is correct
            in the Promo Block under header on the main page"
"passed","Fri Jul 07 01:00:04 GMT 2023","Fri Jul 07 01:00:05 GMT 2023","242","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_06"," Verify presence of Last name label and the required asterisk "
"passed","Fri Jul 07 01:17:36 GMT 2023","Fri Jul 07 01:17:36 GMT 2023","0","tests","test_shopping_cart","TestShoppingCartFull","","","tc 07.02.07 Verify that 'Proceed to checkout' button is displayed and clickable","Check that the 'Proceed to checkout' button is displayed and clickable."
"passed","Fri Jul 07 01:20:40 GMT 2023","Fri Jul 07 01:20:41 GMT 2023","1073","tests","test_training_video_download","TestTrainingVideoDownload","","","TC 18.01.02 subtitle is displayed text My Wish List","Verify the 'My Wish List' subtitle is visible"
"passed","Fri Jul 07 01:02:12 GMT 2023","Fri Jul 07 01:02:13 GMT 2023","1056","tests","test_footer","TestFooter","","","TC 02.01.15 - Check if Advanced Search link is clickable on each page specified in DATA_1","This test checks if Advanced Search link is clickable on each page specified in DATA_1"
"passed","Fri Jul 07 01:15:48 GMT 2023","Fri Jul 07 01:15:48 GMT 2023","35","tests","test_sale","TestSalePage","","","TC 10.02.02, 10.02.04, 10.02.06, 10.02.08, 10.02.10 - Verify 5 links in Men's Deals section are visible and clickable","Check that five elements in Men's Deals section are displayed and enabled"
