"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 22 00:42:57 GMT 2023","Fri Sep 22 00:42:57 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.46 - Check text on Subscribe Button on each page specified in DATA_1","Checks if text on Subscribe Button is correct on each page in DATA_1"
"passed","Fri Sep 22 01:03:39 GMT 2023","Fri Sep 22 01:03:39 GMT 2023","69","tests","test_sign_in","TestNewCustomers","","","TC 03.01.21 Verify presence of Create an Account button ","Check if 'Create an Account' button is present"
"passed","Fri Sep 22 00:50:10 GMT 2023","Fri Sep 22 00:50:13 GMT 2023","3245","tests","test_header","TestHeader","","","TC 01.03.13 correctness of the ""Pants"" link of the ""Women"" section","Check 'Pants' subsection link click in 'Women' section redirects to the Pants page and         the 'Pants' header is displayed"
"broken","Fri Sep 22 00:59:25 GMT 2023","Fri Sep 22 00:59:25 GMT 2023","0","tests","test_shopping_cart","TestShoppingCartFull","","","tc 07.02.07 Verify that 'Proceed to checkout' button is displayed and clickable","Check that the 'Proceed to checkout' button is displayed and clickable."
"passed","Fri Sep 22 00:44:25 GMT 2023","Fri Sep 22 00:44:26 GMT 2023","90","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.05 Verify FYP Email field is appropriately labeled","Check if Email field is appropriately labeled "
"passed","Fri Sep 22 00:58:27 GMT 2023","Fri Sep 22 00:58:27 GMT 2023","314","tests","test_sale","TestSalePage","","","TC 10.04.08 - Verify the text in 2 columns block - Gear Deals","Check title-text and content-text in 2 columns block - Gear Deals"
"passed","Fri Sep 22 00:47:51 GMT 2023","Fri Sep 22 00:47:53 GMT 2023","1923","tests","test_header","TestHeader","","","TC 01.03.27 visible and interactive the link ""Gear""","Verify the link 'Gear' is visible and interactive"
"passed","Fri Sep 22 00:41:51 GMT 2023","Fri Sep 22 00:41:52 GMT 2023","992","tests","test_footer","TestFooter","","","TC 02.01.19 - Check display of Orders and Returns link on each page specified in DATA_1","Checks if Orders and Returns link is visible on each page in DATA_1"
"passed","Fri Sep 22 00:53:55 GMT 2023","Fri Sep 22 00:53:57 GMT 2023","2557","tests","test_men","TestMenPage","","","TC 14.02.05 Verify the link 'Bottoms' redirects to a correct page.","Verify that the link 'Bottoms' correctly opens and redirects to a new webpage, the header 'Bottoms' is
          displayed"
"skipped","Fri Sep 22 00:42:57 GMT 2023","Fri Sep 22 00:42:57 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.51 - Check text of placeholder in Subscribe Email Field on each page specified in DATA_1","Checks if text of placeholder in Subscribe Email Field is correct on each page in DATA_1"
"passed","Fri Sep 22 00:53:47 GMT 2023","Fri Sep 22 00:53:48 GMT 2023","1035","tests","test_men","TestMenPage","","","TC 14.02.02 Verify the link Tops is visible and clickable.",""
"passed","Fri Sep 22 00:53:10 GMT 2023","Fri Sep 22 00:53:11 GMT 2023","1026","tests","test_main_page","TestMainPage","","","TC 13.01.46 - Check block 3 'home-erin' in section 2 of the Promo Block is present in the DOM tree","This test checks if block 3 'home-erin' in section 2 in the Promo Block is present
            in the DOM tree on the main page"
"passed","Fri Sep 22 00:42:26 GMT 2023","Fri Sep 22 00:42:27 GMT 2023","993","tests","test_footer","TestFooter","","","TC 02.01.29 - Check display of Write for us link on each page specified in DATA_1","Checks if Write for us link is visible on each page in DATA_1"
"broken","Fri Sep 22 00:44:43 GMT 2023","Fri Sep 22 00:44:48 GMT 2023","5102","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.10 Verify FYP captcha input field is correct format and clickable","Check if the captcha input is of correct format (input-text) and clickable"
"passed","Fri Sep 22 00:46:36 GMT 2023","Fri Sep 22 00:46:38 GMT 2023","1861","tests","test_gear","TestGearPage","","","test_TC_11_01_05","Check that fitness_equipment link is correct"
"passed","Fri Sep 22 00:52:01 GMT 2023","Fri Sep 22 00:52:02 GMT 2023","1058","tests","test_main_page","TestMainPage","","","TC 13.01.17 - Check the display of the info block in block 1 'home-pants' in the Promo Block","This test checks if info block in section 2 block 1 'home-pants' is displayed
            in the Promo Block under header on the main page"
