"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 27 00:53:07 GMT 2023","Sun Aug 27 00:53:08 GMT 2023","1586","tests","test_main_page","TestMainPage","","","Check the display of the add to wish and add to compare buttons","
            This test will check that the add to wishlist and add to compare buttons are visible on the screen
            "
"passed","Sun Aug 27 00:54:39 GMT 2023","Sun Aug 27 00:54:40 GMT 2023","1087","tests","test_main_page","TestMainPage","","","TC 13.01.38 - Check the display of the title in block 5 'home-eco' in the Promo Block","This test checks if the info block title in section 2 block 5 'home-eco' is correct
            in the Promo Block under header on the main page"
"passed","Sun Aug 27 01:01:27 GMT 2023","Sun Aug 27 01:01:29 GMT 2023","1375","tests","test_shopping_cart","TestShoppingCart","","","tc 07.01.03 Verify that here link is displayed and clickable","Check that the “here” link is displayed and clickable."
"passed","Sun Aug 27 01:00:01 GMT 2023","Sun Aug 27 01:00:01 GMT 2023","184","tests","test_sale","TestSalePage","","","TC 10.02.02, 10.02.04, 10.02.06, 10.02.08, 10.02.10 - Verify 5 links in Men's Deals section are visible and clickable","Check that five elements in Men's Deals section are displayed and enabled"
"passed","Sun Aug 27 01:05:10 GMT 2023","Sun Aug 27 01:05:10 GMT 2023","172","tests","test_sign_in","TestNewCustomers","","","TC 03.01.19 Verify New Customers Heading","Check New Customers Heading is present "
"passed","Sun Aug 27 00:58:06 GMT 2023","Sun Aug 27 00:58:06 GMT 2023","220","tests","test_orders_and_returns","TestOrdersAndReturnsPage","","","TC 05.01.02 - Verify that 'Order and Returns' form header is present","This test checks ""Orders and Returns"" form header is visible and has correct text"
"passed","Sun Aug 27 01:06:29 GMT 2023","Sun Aug 27 01:06:30 GMT 2023","1243","tests","test_training_video_download","TestTrainingVideoDownload","","","TC 18.01.04 message no items to compare is displayed","Verify the message 'You have no items in your wish list.' is visible"
"passed","Sun Aug 27 00:41:50 GMT 2023","Sun Aug 27 00:41:51 GMT 2023","1110","tests","test_create_an_account","TestCreateAnAccount","","","test 04.02.05 create an account with empty password"," Verify that customer can't Create An Account with empty password"
"passed","Sun Aug 27 00:45:22 GMT 2023","Sun Aug 27 00:45:24 GMT 2023","2474","tests","test_footer","TestFooter","","","TC 02.02.04 - Check Orders and Returns link in footer leads to the correct page from each page specified in DATA_1","Check that Orders and Returns link in footer is correct"
"skipped","Sun Aug 27 00:44:40 GMT 2023","Sun Aug 27 00:44:40 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.49 - Check placeholder in Subscribe Email Field is present in the DOM tree on each page specified in DATA_1","Checks if placeholder in Email field is present in the DOM tree on each page specified in DATA_1"
