"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 21 00:48:17 GMT 2023","Thu Sep 21 00:48:19 GMT 2023","1548","tests","test_header","TestHeader","","","TC 01.01.02 display and interactivity of the ""Create an account"" link","Check 'Create an account' link is displayed and underlined"
"passed","Thu Sep 21 00:53:24 GMT 2023","Thu Sep 21 00:53:25 GMT 2023","1219","tests","test_main_page","TestMainPage","","","TC 13.01.02 - Check the display of Section 1 in the Promo Block","This test checks if Section 1 in Promo Block under header is displayed on the Main Page"
"passed","Thu Sep 21 01:06:05 GMT 2023","Thu Sep 21 01:06:05 GMT 2023","65","tests","test_sign_in","TestRegisteredCustomers","","","TC 03.01.04 Verify Email field is present","Check if the Email input field is present"
"passed","Thu Sep 21 00:40:09 GMT 2023","Thu Sep 21 00:40:10 GMT 2023","1010","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_17 Verify Confirm Password input field highlighting on click"," Verify that Confirm Password input field highlighted when clicked"
"passed","Thu Sep 21 00:56:43 GMT 2023","Thu Sep 21 00:56:46 GMT 2023","2560","tests","test_men","TestMenPage","","","TC 14.03.06 Verify the link 'Tees' is visible and clickable.","Verify that the link 'Tees' is displayed and clickable"
"passed","Thu Sep 21 01:00:19 GMT 2023","Thu Sep 21 01:00:19 GMT 2023","52","tests","test_sale","TestSalePage","","","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","Check that six elements in Women's Deals section are displayed and enabled"
"passed","Thu Sep 21 00:40:02 GMT 2023","Thu Sep 21 00:40:03 GMT 2023","377","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_01_15 Verify presence of password strength hint"," Verify presence of Password Strength note "
"passed","Thu Sep 21 00:57:10 GMT 2023","Thu Sep 21 00:57:12 GMT 2023","2046","tests","test_men","TestMenPage","","","TC 14.04.04 Verify the link 'Shorts' is visible and clickable.","Verify that the link 'Shorts' is displayed and clickable"
"passed","Thu Sep 21 00:48:35 GMT 2023","Thu Sep 21 00:48:38 GMT 2023","3010","tests","test_header","TestHeader","","","TC 01.03.36 correctly redirected the link sale","Verify 'Sale' link click redirected to the page and the 'Sale' header is displayed"
"passed","Thu Sep 21 00:40:50 GMT 2023","Thu Sep 21 00:40:51 GMT 2023","924","tests","test_create_an_account","TestCreateAnAccount","","","TC 04_02_09_13 Verify presence of strong password strength hint"," Verify presence of Password Strength hint and warning color of weak password "
"passed","Thu Sep 21 01:02:25 GMT 2023","Thu Sep 21 01:02:25 GMT 2023","222","tests","test_sale","TestSalePage","","","TC 10.04.11 - Verify the text in 3-columns block- sale-20-off","Check title-text and content-text in 3-columns block - sale-20-off"
"passed","Thu Sep 21 00:52:31 GMT 2023","Thu Sep 21 00:52:34 GMT 2023","3214","tests","test_main_page","TestMainPage","","","test_check_for_duplicate_titles_after_clicking_on_the_card","This test checks for the same titles after clicking on the product card and going to the product page"
