"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 04 00:49:07 GMT 2023","Fri Aug 04 00:49:08 GMT 2023","1058","tests","test_footer","TestFooter","","","TC 02.01.08 - Check Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","Checks if Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1"
"passed","Fri Aug 04 01:07:21 GMT 2023","Fri Aug 04 01:07:21 GMT 2023","93","tests","test_sale","TestSalePage","","","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","Check that six elements in Women's Deals section are displayed and enabled"
"passed","Fri Aug 04 01:11:24 GMT 2023","Fri Aug 04 01:11:24 GMT 2023","474","tests","test_shopping_cart","TestShoppingCartFull","","","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header0]","Check that table headers in item cart are visible"
"passed","Fri Aug 04 01:02:04 GMT 2023","Fri Aug 04 01:02:05 GMT 2023","1203","tests","test_main_page","TestMainPage","","","TC 13.01.35 - Check the display of the sign in block 4 'home-performance' in the Promo Block","This test checks if the sign in info block in section 2 block 4 'home-performance' is correct
            in the Promo Block under header on the main page"
"passed","Fri Aug 04 01:01:52 GMT 2023","Fri Aug 04 01:01:53 GMT 2023","1131","tests","test_main_page","TestMainPage","","","TC 13.01.30 - Check the display of the sign in block 3 'home-erin' in the Promo Block","This test checks if the sign in info block in section 2 block 3 'home-erin' is correct
            in the Promo Block under header on the main page"
"passed","Fri Aug 04 01:03:19 GMT 2023","Fri Aug 04 01:03:21 GMT 2023","1652","tests","test_men","TestMenPage","","","TC 14.02.02 Verify the link Tops is visible and clickable.",""
"skipped","Fri Aug 04 00:51:16 GMT 2023","Fri Aug 04 00:51:16 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.42 - Check if Subscribe Button is clickable on each page specified in DATA_1","This test checks if Subscribe Button is clickable on each page specified in DATA_1"
"passed","Fri Aug 04 00:53:03 GMT 2023","Fri Aug 04 00:53:03 GMT 2023","293","tests","test_forgot_your_password","TestForgotYourPassword","","","TC 17.01.03 Verify FYP Email field is present","Check if the Email input field is present"
"skipped","Fri Aug 04 01:14:06 GMT 2023","Fri Aug 04 01:14:06 GMT 2023","0","tests","test_sign_in","TestFailedLogin","","","TC 03.02.02 to 03_02_10 Verify Error on Failed Login with invalid credentials","Check error on Failed Login with invalid credentials, case-sensitive password and password with spaces"
"passed","Fri Aug 04 01:00:02 GMT 2023","Fri Aug 04 01:00:04 GMT 2023","1944","tests","test_main_page","TestMainPage","","","test_check_card_price","This test checks that the card has a price and a price in USD"
"passed","Fri Aug 04 01:14:39 GMT 2023","Fri Aug 04 01:14:40 GMT 2023","565","tests","test_training","TestMainPage","","","TC 16.02.06 Check the cursor change to block training main ","This test check the cursor change when hovering over the block training main"
"passed","Fri Aug 04 00:55:21 GMT 2023","Fri Aug 04 00:55:23 GMT 2023","1323","tests","test_gear","TestGearPage","","","test_tc_10_01_01","Checking title of the Category section"
"passed","Fri Aug 04 00:48:35 GMT 2023","Fri Aug 04 00:48:36 GMT 2023","1444","tests","test_footer","TestFooter","","","TC 02.01.02 - Check Footer display on each page specified in DATA_1","Checks if Footer is visible on each page specified in DATA_1"
"skipped","Fri Aug 04 00:51:16 GMT 2023","Fri Aug 04 00:51:16 GMT 2023","0","tests","test_footer","TestFooter","","","TC 02.01.51 - Check text of placeholder in Subscribe Email Field on each page specified in DATA_1","Checks if text of placeholder in Subscribe Email Field is correct on each page in DATA_1"
"passed","Fri Aug 04 01:04:04 GMT 2023","Fri Aug 04 01:04:06 GMT 2023","2818","tests","test_men","TestMenPage","","","TC 14.03.09 Verify the link 'Tanks' redirects to a correct page.","Verify that the link 'Tanks' correctly opens and redirects to a new webpage,         the header 'Tanks' is displayed"
"passed","Fri Aug 04 01:14:43 GMT 2023","Fri Aug 04 01:14:43 GMT 2023","394","tests","test_training","TestMainPage","","","TC 16.02.07 Check the cursor change to block training erin","This test check the cursor change when hovering over the block training erin"
"passed","Fri Aug 04 01:09:01 GMT 2023","Fri Aug 04 01:09:03 GMT 2023","2070","tests","test_sale","TestSalePage","","","TC 10.04.03, 10.04.06, 10.04.09 - Verify that links in Main block, 2 columns block open the correct pages","Check that two links in Gear Deals section lead to the correct pages after click"
"passed","Fri Aug 04 00:47:45 GMT 2023","Fri Aug 04 00:47:48 GMT 2023","3228","tests","test_create_an_account","TestCreateAnAccount","","","test 04.02.08 create an account with registered email"," Verify that customer can't Create An Account with registered email before "
"passed","Fri Aug 04 01:12:08 GMT 2023","Fri Aug 04 01:12:13 GMT 2023","5048","tests","test_shopping_cart","TestShoppingCartFull","","","tc 07.02.25 Verify the message coupon code is not valid is displayed correct","Check that message coupon code is not valid is displayed correct"
"passed","Fri Aug 04 01:05:02 GMT 2023","Fri Aug 04 01:05:03 GMT 2023","1385","tests","test_men","TestMenPagePromoBlock","","","TC 14.06.33 Verify the visibility of 'Luma hoodies' promo block.","Verify that the block 'Luma hoodies' is displayed on the Men page"
"passed","Fri Aug 04 01:08:22 GMT 2023","Fri Aug 04 01:08:24 GMT 2023","1533","tests","test_sale","TestSalePage","","","TC 10.02.03, 10.02.05, 10.02.07, 10.02.09, 10.02.11 - Verify 5 links in Men's Deals open the correct pages","Check that five links in Men's Deals section lead to the correct pages after click"
"passed","Fri Aug 04 01:00:48 GMT 2023","Fri Aug 04 01:00:50 GMT 2023","1191","tests","test_main_page","TestMainPage","","","TC 13.01.02 - Check the display of section 1 in the Promo Block","This test checks if section 1 in Promo Block under header is displayed on the main page"
"passed","Fri Aug 04 01:14:11 GMT 2023","Fri Aug 04 01:14:12 GMT 2023","276","tests","test_training","TestMainPage","","","TC 16.01.02 Verify Sidebar panel title Category is visible and contains text 'Category'","Check Sidebar Category title has correct text and is visible"
